Id,ParentId,CBS,UdM,Cantidad,Descripción,Precio unitario,BoQ Line Type
300,299,B-30-40-30-0710-002,,0,IMPERMEABILIZACION CUBIERTA,0,Level 6
301,300,Z414000-0061,M2,530.01,Sub. Impermeabilizacion Terrazas Vulkem,99017.13,Position
302,299,B-30-40-30-0710-003,,0,IMPERMEABILIZACION JARDINERAS,0,Level 6
303,302,Z414000-0015,M2,179.5,Sub. Impermeabilizacion Placa,85586.3,Position
304,279,B-30-60-00-0000-000,,0,ABERTURAS HORIZONTALES,0,Level 4
305,304,B-30-60-50-0000-000,,0,VENTILACIONES Y ESCOTILLA,0,Level 5
306,305,B-30-60-50-0772-001,,0,ESCOTILLA METALICA,0,Level 6
307,306,P131913-0007,UN,2,Escotilla En Lamina C-18 De 80 X 80,472725,Position
308,279,B-30-80-00-0000-000,,0,CERRAMIENTOS EXTERIORES SUPERIORES,0,Level 4
309,308,B-30-80-10-0000-000,,0,CIELO FALSO EXTERIOR,0,Level 5
310,309,B-30-80-10-0920-003,,0,SUPERBOARD,0,Level 6
311,310,Z413300-0028,M2,1035.16,Sub. Superboard M2,61445.47,Position
312,309,B-30-80-10-0920-004,,0,SUPERBOARD (ML),0,Level 6
313,312,Z413300-0029,ML,2313.2,Sub. Superboard Ml,33308.75,Position
314,32,C-00-00-00-0000-000,,0,C-INTERIORES - ACABADOS,0,Level 2
315,314,C-10-00-00-0000-000,,0,CONSTRUCCION DE INTERIORES,0,Level 3
316,315,C-10-10-00-0000-000,,0,PARTICIONES INTERIORES,0,Level 4
317,316,C-10-10-10-0000-000,,0,PARTICIONES INTERIORES FIJAS,0,Level 5
318,317,C-10-10-10-0405-003,,0,DOVELAS INTERIORES,0,Level 6
319,318,P131311-0007,BT,3344,Cemento Gris X 50Kg,16307.77873,Position
320,318,P133121-0002,KG,68578.2,Acero De Refuerzo A-60,3982.670218,Position
321,318,S017300-0026,UN,44468.14,M.O. Anclajes Epoxicos De 1/2 Pulg,4869.089582,Position
322,318,S017313-0014,ML,104500.12,M.O. Fundida Dovelas,3929.12,Position
323,318,Z413000-0009,M3,418,Sub. Mezcla De Grouting,194762.9237,Position
324,317,C-10-10-10-0421-012,,0,MAMPOSTERIA INTERIOR BLOQUE PERFORACION VERTICAL,0,Level 6
325,324,P131311-0007,BT,966.5,Cemento Gris X 50Kg,16307.81039,Position
326,324,P132119-0024,UN,10813.94,Bloque No.6,1116.599502,Position
327,324,P132119-0092,UN,134708.08,Bloque No. 4 Perforacion Vertical Ref: BL4PV,1303.000009,Position
328,324,P132119-0101,UN,99753.7,Bloque No 5 Perforacion Vertical Ref: BL5PV,1366.999935,Position
329,324,P133121-0010,KG,17037.13,"Grafil Recto 3,00 - 9,00mm",4750.901377,Position
330,324,S017300-0367,M2,17729.93,M.O. Mamposteria En Bloque Vertical. M2,10948.27,Position
331,324,Z413000-0010,M3,138.07,Sub. Mezcla De Mortero,91972.49895,Position
332,317,C-10-10-10-0421-013,,0,MAMPOSTERIA INTERIOR BLOQUE PERFORACION VERTICAL (ML),0,Level 6
333,332,P131311-0007,BT,233.65,Cemento Gris X 50Kg,16308.066,Position
334,332,P132119-0024,UN,2406.92,Bloque No.6,1116.59862,Position
335,332,P132119-0092,UN,29982.72,Bloque No. 4 Perforacion Vertical Ref: BL4PV,1302.999922,Position
336,332,P132119-0101,UN,22202.73,Bloque No 5 Perforacion Vertical Ref: BL5PV,1366.999903,Position
337,332,P133121-0010,KG,6442.8,"Grafil Recto 3,00 - 9,00mm",4750.900993,Position
338,332,S017300-0220,ML,6577.08,M.O. Mamposteria En Bloque Tradicional Ml,8086.79,Position
339,332,Z413000-0010,M3,32.74,Sub. Mezcla De Mortero,91980.83354,Position
340,317,C-10-10-10-0421-024,,0,MAMPOSTERIA INTERIOR BLOQUE PERFORACION HORIZONTAL,0,Level 6
341,340,P131311-0007,BT,12.25,Cemento Gris X 50Kg,16306.63347,Position
342,340,P131513-0029,M3,1.75,Mortero Pega (Mezcla Obra),91964.92571,Position
343,340,P132119-0016,UN,3035.48,Bloque No. 4,1276.999671,Position
344,340,P133121-0010,KG,220.57,"Grafil Recto 3,00 - 9,00mm",4750.807635,Position
345,340,S017300-0219,M2,234.08,M.O. Mamposteria En Bloque Tradicional M2,11336,Position
346,340,S017300-0229,KG,1638.56,M.O. Manejo De Acero De Refuerzo,111.280002,Position
347,315,C-10-30-00-0000-000,,0,PUERTAS INTERIORES,0,Level 4
348,347,C-10-30-10-0000-000,,0,PUERTA INTERIOR DE BATIENTE,0,Level 5
349,348,C-10-30-10-0810-003,,0,PUERTA PROVISIONAL ACCESO,0,Level 6
350,349,P171113-0052,UN,176,Puerta Provisional Incluye Cerradura,103624.49,Position
351,349,S017316-0077,UN,176,M.O. Instalacion Puerta En Madera,77350,Position
352,348,C-10-30-10-0811-002,,0,MARCO PUERTA DEPOSITO Y/O CUARTO DE ASEO,0,Level 6
353,352,P171111-0015,UN,356,Marco Metalico Para Puerta Cal.20,180800,Position
354,352,S017316-0053,UN,356,M.O. Instalacion Marco Metalico,28291.57,Position
355,348,C-10-30-10-0812-001,,0,MARCO PUERTA ACCESO PRINCIPAL,0,Level 6
356,355,Z412400-0170,UN,352,Sub. Marcos Metalicos,260723,Position
357,348,C-10-30-10-0814-008,,0,PUERTA EN MADERA ALCOBA,0,Level 6
358,357,Z411000-0003,UN,1055,Sub. Marco Y Puerta En Madera Alcoba,358118.6,Position
359,348,C-10-30-10-0814-009,,0,PUERTA EN MADERA BAÑO,0,Level 6
360,359,Z411000-0002,UN,703,Sub. Marco Y Puerta En Madera Baños,347754.89,Position
361,348,C-10-30-10-0997-007,,0,PINTURA DE MARCOS,0,Level 6
362,361,Z415600-0059,UN,558,Sub. Pintura Marco Metalico,10720.96,Position
363,347,C-10-30-20-0000-000,,0,PUERTAS DE ENTRADA INTERIOR,0,Level 5
364,363,C-10-30-20-0814-001,,0,PUERTA EN MADERA ACCESO PRINCIPAL,0,Level 6
365,364,S017316-0077,UN,352,M.O. Instalacion Puerta En Madera,77350,Position
366,364,Z411000-0004,UN,352,Sub. Marco Y Puerta En Madera De Acceso,295214.01,Position
367,347,C-10-30-70-0000-000,,0,PUERTAS INTERIORES CON FUNCIONES ESPECIALES,0,Level 5
368,367,C-10-30-70-0811-001,,0,PUERTA CORTAFUEGO,0,Level 6
369,368,Z412400-0185,UN,96,Sub. Puerta Metalica Cortafuego,1819978,Position
370,367,C-10-30-70-0813-001,,0,PUERTA METÁLICA,0,Level 6
371,370,P171113-0012,UN,356,Marco Y Puerta Metalica,534844.02,Position
372,367,C-10-30-70-0813-004,,0,PUERTA CUARTOS TECNICOS,0,Level 6
373,372,S017316-0078,UN,184,M.O. Instalacion Puerta Metalica,38564.81,Position
374,372,Z412400-0125,UN,184,Sub. Marco Y Puerta Metalica Ctos Tecnicos,776414.02,Position
375,367,C-10-30-70-0842-001,,0,PUERTA EN VIDRIO TEMPLADO,0,Level 6
376,375,P171113-0034,UN,7,Puerta En Aluminio Con Vidrio Templado 5Mm,3907670.64,Position
377,347,C-10-30-90-0000-000,,0,COMPONENTES SUPLEMENTARIOS DE PUERTAS INTERIORES,0,Level 5
378,377,C-10-30-90-0871-002,,0,TOPES DE PUERTA,0,Level 6
379,378,P171911-0055,UN,2404,Tope De Piso Media Luna Cromo Mate,8996.33,Position
380,378,S017316-0094,UN,2404,M.O. Instalacion Tope De Puerta,779.09,Position
381,377,C-10-30-90-0871-003,,0,CERRADURAS DE PUERTAS PPALES,0,Level 6
382,381,P171911-0028,UN,352,Cerradura Schlage Jupiter Cromo A80Pd Entrada,47357.38,Position
383,381,S017316-0019,UN,352,M.O. Instalacion Cerradura,9350.27,Position
384,377,C-10-30-90-0871-004,,0,CERRADURAS DE PUERTAS DEPOSITOS Y CUARTOS DE ASEO,0,Level 6
385,384,P171911-0024,UN,624,Cerradura Schlage Jupiter Cromada Mate A50Ws Alcoba,41327.8,Position
386,384,S017316-0019,UN,624,M.O. Instalacion Cerradura,9350.27,Position
387,377,C-10-30-90-0871-006,,0,CERRADURAS PUERTAS ALCOBAS,0,Level 6
388,387,P171911-0027,UN,1055,Cerradura Schlage Jupiter Cromo A50Pd Alcoba,38689.85,Position
389,387,S017316-0019,UN,1055,M.O. Instalacion Cerradura,9350.27,Position
390,377,C-10-30-90-0871-007,,0,CERRADURAS PUERTAS BAÑOS,0,Level 6
391,390,P171911-0024,UN,703,Cerradura Schlage Jupiter Cromada Mate A50Ws Alcoba,41327.8,Position
392,390,S017316-0019,UN,703,M.O. Instalacion Cerradura,9350.27,Position
393,377,C-10-30-90-0879-001,,0,BRAZO HIDRAULICO PUERTA DE ACCESO TORRE,0,Level 6
394,393,P171111-0003,UN,7,Brazo Para Puerta K2,285332.47,Position
395,393,S017316-0019,UN,7,M.O. Instalacion Cerradura,9350.27,Position
396,315,C-10-40-00-0000-000,,0,REJILLAS Y COMPUERTAS INTERIORES,0,Level 4
397,396,C-10-40-50-0000-000,,0,PORTONES INTERIORES,0,Level 5
398,397,C-10-40-50-0997-003,,0,PINTURA CAJILLA MEDIDORES,0,Level 6
399,398,Z415600-0035,UN,176,Sub. Pintura En Esmalte Cajillas,8577.97,Position
400,397,C-10-40-50-2241-009,,0,TAPA REGISTRO,0,Level 6
401,400,P312500-0071,UN,1834,Tapa Registro Plastica Blanca 20 X 20,7520.99,Position
402,400,S017316-0086,UN,1834,M.O. Instalacion Tapa Registros,4274.6,Position
403,397,C-10-40-50-2241-011,,0,CAJILLA LAVADORA,0,Level 6
404,403,P311100-0008,UN,352,Caja Para Llaves De Lavadora Ref: 511,10876.31,Position
405,403,S017316-0014,UN,352,M.O. Instalacion Cajilla Para Lavadora,6933.49,Position
406,315,C-10-70-00-0000-000,,0,CONSTRUCCION DE CIELOS FALSOS SUSPENDIDOS,0,Level 4
407,406,C-10-70-20-0000-000,,0,CIELOS FALSOS SUSPENDIDOS,0,Level 5
408,407,C-10-70-20-0920-001,,0,CIELO RASO EN DRY WALL,0,Level 6
409,408,Z413300-0014,M2,2875.72,Sub. Drywall M2,59211.66,Position
410,407,C-10-70-20-0920-002,,0,CIELO RASO EN DRY WALL. (ML),0,Level 6
411,410,Z413300-0015,ML,2852.3,Sub. Drywall Ml,34873.22,Position
412,407,C-10-70-20-0920-007,,0,HUECOS BALAS,0,Level 6
413,412,S017300-0185,UN,1760,M.O. Huecos Balas En Dry Wall,2387.69,Position
414,407,C-10-70-20-0920-017,,0,DILATACIONES EN DRYWALL,0,Level 6
415,414,S017300-0196,UN,6808.8,M.O. Instalacion Dilatacion En Drywall,7419.41,Position
416,315,C-10-90-00-0000-000,,0,ESPECIALIDADES INTERIORES,0,Level 4
417,416,C-10-90-10-0000-000,,0,BARANDAS Y PASAMANOS INTERIORES,0,Level 5
418,417,C-10-90-10-0552-003,,0,BARANDA ESCALERA Y PUNTO FIJO,0,Level 6
419,418,Z412400-0315,ML,534.39,Sub. Baranda Metalica 1,187200,Position
420,417,C-10-90-10-0552-006,,0,PASAMANOS ESCALERA Y PUNTO FIJO,0,Level 6
421,420,Z412400-0201,ML,1077.81,Sub. Pasamanos Metalico,65173.18,Position
422,417,C-10-90-10-0997-002,,0,PINTURA DE BARANDAS PTO FIJO,0,Level 6
423,422,Z415600-0017,ML,1612.2,Sub. Pintura Baranda,9298.7,Position
424,416,C-10-90-20-0000-000,,0,ESPECIALIDADES DE INFORMACION Y SEÑALIZACION,0,Level 5
425,424,C-10-90-20-1014-001,,0,SEÑALIZACION INMUEBLE,0,Level 6
426,425,P191111-0072,UN,352,Placa Numeradora Apartamentos,26066.16,Position
427,424,C-10-90-20-1014-002,,0,SEÑALIZACION DEPOSITOS,0,Level 6
428,427,P191111-0154,UN,356,Señalizacion Depositos Plataforma 12X6 Cm,26066.16,Position
429,424,C-10-90-20-1014-005,,0,NOMENCLATURA EDIFICIO,0,Level 6
430,429,P191111-0066,UN,2,Numeros De Demarcacion Torres Color Negro De 9Mm,81406.05,Position
431,416,C-10-90-25-0000-000,,0,COMPARTIMIENTOS Y CUBÍCULOS,0,Level 5
432,431,C-10-90-25-1028-004,,0,DIVISIONES EN VIDRIO TEMPLADO,0,Level 6
433,432,Z412400-0154,M2,1818.26,Sub. Divisiones En Vidrio,413469,Position
434,416,C-10-90-40-0000-000,,0,ACCESORIOS DE BAÑO Y LAVANDERÍA,0,Level 5
435,434,C-10-90-40-1028-001,,0,INCRUSTACIONES,0,Level 6
436,435,P312521-0034,UN,703,Accesorio Portarrollos Torino Ref: TO6030001,43520.68,Position
437,435,P312525-0033,UN,703,Accesorio Toallero Argolla Torino Ref: TO6050001,39086.74,Position
438,435,P312527-0026,UN,703,Accesorio Percha Torino Ref: TO6060001,31699.22,Position
439,435,P312529-0030,UN,703,Accesorio Jabonera Ducha Torino Ref. TO6070001,39825.73,Position
440,435,S017316-0047,UN,703,M.O. Instalacion Incrustaciones,7927.05,Position
441,434,C-10-90-40-1028-002,,0,ESPEJOS,0,Level 6
442,441,Z414600-0031,M2,925.8,Sub. Espejos en Baño,249492.64,Position
443,314,C-20-00-00-0000-000,,0,ACABADOS INTERIORES,0,Level 3
444,443,C-20-10-00-0000-000,,0,ACABADOS DE MUROS,0,Level 4
445,444,C-20-10-10-0000-000,,0,ENCHAPADOS DE MUROS,0,Level 5
446,445,C-20-10-10-0930-001,,0,ENCHAPE CERAMICO DE MUROS,0,Level 6
447,446,P132319-0024,UN,58.93,Binda Boquilla Color Beige X 10Kg,55832.05379,Position
448,446,P132319-0086,KG,14732.86,Pegacor Constructor Ceramico Gris Ref: 901161501,864.5201468,Position
449,446,P151713-0902,M2,3003.79,Ceramica Snow 31x60 Blanco Brillante Ref: KC03BL195,29070.48581,Position
450,446,S017300-0128,M2,2860.75,M.O. Enchape Ceramico M2,14267.76,Position
451,445,C-20-10-10-0930-002,,0,ENCHAPE CERAMICO DE MUROS (ML),0,Level 6
452,451,P132319-0024,UN,8.23,Binda Boquilla Color Beige X 10Kg,55856.03524,Position
453,451,P132319-0086,KG,2058.43,Pegacor Constructor Ceramico Gris Ref: 901161501,864.5218492,Position
454,451,P151713-0902,M2,411.69,Ceramica Snow 31x60 Blanco Brillante Ref: KC03BL195,29070.28968,Position
455,451,S017300-0129,ML,666.16,M.O. Enchape Ceramico Ml,9825.920004,Position
456,445,C-20-10-10-0930-005,,0,SALPICADERO CERAMICO COCINA,0,Level 6
457,456,P132319-0034,UN,22.88,Boquilla Concolor Junta Estrecha Blanco X 5Kg Ref: 903051001,3386.765734,Position
458,456,P132319-0086,KG,3432.33,Pegacor Constructor Ceramico Gris Ref: 901161501,864.5199995,Position
459,456,P151713-0509,M2,707.06,Ceramica Mos Bianco 30x60 Blanco,51252.10855,Position
460,456,S017300-0129,ML,1144.11,M.O. Enchape Ceramico Ml,9825.919999,Position
461,445,C-20-10-10-0930-007,,0,BISELADO ENCHAPE,0,Level 6
462,461,S017300-0048,ML,3220.59,M.O. Biselados Enchape Ceramico,10120.7,Position
463,445,C-20-10-10-0930-031,,0,ENCHAPE CERAMICO DE MUROS BAÑOS (MURO ESPECIAL),0,Level 6
464,463,P132319-0034,UN,40.85,Boquilla Concolor Junta Estrecha Blanco X 5Kg Ref: 903051001,3386.754957,Position
465,463,P132319-0086,KG,10213.45,Pegacor Constructor Ceramico Gris Ref: 901161501,864.5199996,Position
466,463,P151713-0906,M2,1051.99,Ceramica Iconic 34x50 gris Ref: PA03GR749,63276.7803,Position
467,463,P151713-1255,M2,1051.99,Ceramica Compostela 34x50 Beige Ref: PA03BE746,63768.24813,Position
468,463,S017300-0128,M2,2042.69,M.O. Enchape Ceramico M2,14267.76,Position
469,445,C-20-10-10-0930-032,,0,ENCHAPE CERAMICO DE MUROS BAÑOS (MURO ESPECIAL) ML,0,Level 6
470,469,P132319-0034,UN,6.89,Boquilla Concolor Junta Estrecha Blanco X 5Kg Ref: 903051001,3384.04209,Position
471,469,P132319-0086,KG,1721.28,Pegacor Constructor Ceramico Gris Ref: 901161501,864.5200026,Position
472,469,P151713-0906,M2,172.13,Ceramica Iconic 34x50 gris Ref: PA03GR749,63276.32475,Position
473,469,P151713-1255,M2,172.13,Ceramica Compostela 34x50 Beige Ref: PA03BE746,63767.78905,Position
474,469,S017300-0129,ML,573.76,M.O. Enchape Ceramico Ml,9825.920001,Position
475,445,C-20-10-10-0930-033,,0,ENCHAPE CERAMICO DE MUROS ZONA ROPAS,0,Level 6
476,475,P132319-0034,UN,16.97,Boquilla Concolor Junta Estrecha Blanco X 5Kg Ref: 903051001,3385.562169,Position
477,475,P132319-0086,KG,4241.4,Pegacor Constructor Ceramico Gris Ref: 901161501,864.5200005,Position
478,475,P151713-0852,M2,873.73,Ceramica Pared Estr Eco Blanco CU 30x60 Ref: 607509001,27448.48974,Position
479,475,S017300-0128,M2,848.28,M.O. Enchape Ceramico M2,14267.76,Position
480,445,C-20-10-10-0930-034,,0,ENCHAPE CERAMICO DE MUROS ZONA ROPAS (ML),0,Level 6
481,480,P132319-0034,UN,31.12,Boquilla Concolor Junta Estrecha Blanco X 5Kg Ref: 903051001,3386.309447,Position
482,480,P132319-0086,KG,4667.82,Pegacor Constructor Ceramico Gris Ref: 901161501,864.5200008,Position
483,480,P151713-0852,M2,933.56,Ceramica Pared Estr Eco Blanco CU 30x60 Ref: 607509001,27448.65761,Position
484,480,S017300-0129,ML,1555.94,M.O. Enchape Ceramico Ml,9825.919997,Position
485,444,C-20-10-30-0000-000,,0,RECUBRIMIENTO DE PAREDES - PAPEL DE COLGADURA,0,Level 5
486,485,C-20-10-30-0924-006,,0,PAÑETE DE MUROS,0,Level 6
487,486,P131311-0007,BT,6239.43,Cemento Gris X 50Kg,16307.75292,Position
488,486,P131513-0028,M3,891.35,Mortero Pañete (Mezcla Obra),91970.94527,Position
489,486,P152111-0028,UN,19.78,Pintuco Latex PulgAntes Graniacrilica Pulg 564 X 200Kg,3215698.635,Position
490,486,S017300-0259,M2,43269.26,M.O. Pañete Interior M2,11197.09,Position
491,485,C-20-10-30-0924-007,,0,PAÑETE DE MUROS (ML),0,Level 6
492,491,P131311-0007,BT,2046.99,Cemento Gris X 50Kg,16307.79174,Position
493,491,P131513-0028,M3,292.43,Mortero Pañete (Mezcla Obra),91970.56041,Position
494,491,P152111-0028,UN,6.49,Pintuco Latex PulgAntes Graniacrilica Pulg 564 X 200Kg,3215424.156,Position
495,491,S017300-0260,ML,23659.2,M.O. Pañete Interior Ml,8969.76,Position
496,485,C-20-10-30-0924-010,,0,FILOS Y DILATACIONES,0,Level 6
497,496,S017300-0165,ML,66064.36,M.O. Filos Y Dilataciones Pañete,2956.03,Position
498,485,C-20-10-30-0924-011,,0,RIZO MURO,0,Level 6
499,498,Z415600-0079,M2,46081.25,Sub. Rizo Muros M2,9881,Position
500,485,C-20-10-30-0924-018,,0,REMATES DE PAÑETE,0,Level 6
501,500,P131311-0007,BT,652.61,Cemento Gris X 50Kg,16307.71003,Position
502,500,P131513-0028,M3,108.77,Mortero Pañete (Mezcla Obra),91969.58886,Position
503,500,S017300-0325,M2,352,M.O. Remates Pañetes,263364.16,Position
504,485,C-20-10-30-0924-019,,0,RESANES PUNTO FIJO,0,Level 6
505,504,P131311-0007,BT,44.5,Cemento Gris X 50Kg,16306.29416,Position
506,504,P131513-0028,M3,7.42,Mortero Pañete (Mezcla Obra),91921.69946,Position
507,504,S017300-0325,M2,46.83,M.O. Remates Pañetes,263341.6062,Position
508,485,C-20-10-30-0924-020,,0,RESANES FOSO ASCENSOR,0,Level 6
509,508,P131311-0007,BT,228.97,Cemento Gris X 50Kg,16307.82081,Position
510,508,P131513-0028,M3,32.71,Mortero Pañete (Mezcla Obra),91971.62305,Position
511,508,P152111-0028,UN,3.32,Pintuco Latex PulgAntes Graniacrilica Pulg 564 X 200Kg,3218513.883,Position
512,508,S017300-0274,M2,2117.16,M.O. Picada Muros,1677.25,Position
513,508,S017300-0333,M2,2117.16,M.O. Resane Muros Concreto. M2,5892.040002,Position
514,485,C-20-10-30-0924-024,,0,RESANE MUROS Y LOSAS EN CONCRETO,0,Level 6
515,514,P131311-0007,BT,1353.24,Cemento Gris X 50Kg,16307.71913,Position
516,514,P131513-0028,M3,193.32,Mortero Pañete (Mezcla Obra),91971.0495,Position
517,514,S017313-0026,M2,12512.59,M.O. Repello Muros M2,12431.55,Position
518,485,C-20-10-30-0924-025,,0,PAÑETE BORDILLOS,0,Level 6
519,518,P131311-0007,BT,295.48,Cemento Gris X 50Kg,16307.90744,Position
520,518,P131513-0028,M3,42.21,Mortero Pañete (Mezcla Obra),91975.22435,Position
521,518,S017300-0260,ML,6830.39,M.O. Pañete Interior Ml,8969.760001,Position
522,444,C-20-10-70-0000-000,,0,PINTURA DE MUROS,0,Level 5
523,522,C-20-10-70-0990-002,,0,PINTURA TUBERIAS,0,Level 6
524,523,Z415600-0026,ML,894.4,Sub. Pintura De Esmalte Tuberia,15358.2,Position
525,522,C-20-10-70-0991-004,,0,ESTUCO Y VINILO 3 MANOS,0,Level 6
526,525,Z415600-0004,M2,79383.26,Sub. Estuco Y Pintura Muros M2,12937.73,Position
527,522,C-20-10-70-0991-005,,0,ESTUCO Y VINILO 3 MANOS. (ML),0,Level 6
528,527,Z415600-0006,ML,25419.93,Sub. Estuco Y Pintura Muros Ml,7082.38,Position
529,522,C-20-10-70-0991-013,,0,PINTURA SOBRE MUROS FOSO ASCENSOR,0,Level 6
530,529,Z415600-0093,M2,2177.36,Sub. Vinilo Sobre Pañete 2 Manos Interior,6845.589999,Position
531,443,C-20-30-00-0000-000,,0,PISOS,0,Level 4
532,531,C-20-30-10-0000-000,,0,TRATAMIENTO PARA PISOS - AFINADOS,0,Level 5
533,532,C-20-30-10-0710-007,,0,IMPERMEABILIZACION DUCHAS,0,Level 6
534,533,P132517-0033,UN,911.4,Sika 101 Mortero Plus Gris X 25Kg,89834.43427,Position
535,532,C-20-30-10-0710-008,,0,IMPERMEABILIZACION BALCONES,0,Level 6
536,535,Z414000-0061,M2,1325.86,Sub. Impermeabilizacion Terrazas Vulkem,99017.13,Position
537,532,C-20-30-10-0932-001,,0,AFINADO DE PISO,0,Level 6
538,537,P131311-0007,BT,7250.29,Cemento Gris X 50Kg,16307.76532,Position
539,537,P131513-0030,M3,1055.87,Mortero Pisos (Mezcla Obra),104955.2433,Position
540,537,S017300-0010,M2,25139.71,M.O. Afinado De Pisos M2 Mortero,9565.82,Position
541,532,C-20-30-10-0932-002,,0,AFINADO DE PISO (ML),0,Level 6
542,541,P131311-0007,BT,318.53,Cemento Gris X 50Kg,16307.65761,Position
543,541,P131513-0030,M3,45.5,Mortero Pisos (Mezcla Obra),104964.6868,Position
544,541,S017300-0011,ML,1896,M.O. Afinado De Pisos ML,6127.26,Position
545,532,C-20-30-10-0932-003,,0,AFINADO DE PISO IMPERMEABILIZADO,0,Level 6
546,545,P131311-0007,BT,2263.03,Cemento Gris X 50Kg,16307.76071,Position
547,545,P131513-0030,M3,329.57,Mortero Pisos (Mezcla Obra),104954.6606,Position
548,545,P132517-0028,UN,13.47,Sika 1 X 220Kg,1491098.207,Position
549,545,S017300-0010,M2,5231.23,M.O. Afinado De Pisos M2 Mortero,9565.82,Position
550,532,C-20-30-10-0932-007,,0,AFINADO DE PISO IMPERMEABILIZADO (2 CARGUES),0,Level 6
551,550,P131311-0007,BT,292.77,Cemento Gris X 50Kg,16307.87943,Position
552,550,P131513-0030,M3,42.64,Mortero Pisos (Mezcla Obra),104947.3865,Position
553,550,P132517-0028,UN,2.61,Sika 1 X 220Kg,1493358.295,Position
554,550,P133121-0019,RLL,16.24,Malla Gallinero 1.50X1.36Mts,74759.96305,Position
555,550,S017300-0010,M2,2030.32,M.O. Afinado De Pisos M2 Mortero,9565.819999,Position
556,531,C-20-30-20-0000-000,,0,PISOS ENCHAPADOS,0,Level 5
557,556,C-20-30-20-0930-010,,0,PISO EN CERAMICA,0,Level 6
558,557,P132319-0024,UN,139.92,Binda Boquilla Color Beige X 10Kg,55829.99771,Position
559,557,P132319-0086,KG,11659.86,Pegacor Constructor Ceramico Gris Ref: 901161501,864.519815,Position
560,557,P151713-0903,M2,2331.97,Ceramica City 31x60 Blanco Ref: KC04BL222,30399.75956,Position
561,557,S017300-0128,M2,2264.05,M.O. Enchape Ceramico M2,14267.76,Position
562,556,C-20-30-20-0930-012,,0,PISO EN GRES,0,Level 6
563,562,P132319-0219,KG,3937.72,Alfalisto Plus Gris Constructor X 25Kg,2017.050001,Position
564,562,P132319-0313,KG,510.96,Alfacolor 5-15 Mocca x 5Kg Ref: 135037339,5163.430445,Position
565,562,P151713-1391,M2,984.43,Tablon Etrusca Long Mocca 30x7 Ref: 225026657,24574.69,Position
566,562,S017300-0131,M2,984.43,M.O. Enchape En Gres M2,14695.79,Position
567,556,C-20-30-20-0930-013,,0,PISO EN GRES (ML),0,Level 6
568,567,P132319-0018,KG,4948.42,Alfalisto Constructor Gris X 25Kg,1097.809113,Position
569,567,P132319-0313,KG,642.11,Alfacolor 5-15 Mocca x 5Kg Ref: 135037339,5163.416689,Position
570,567,P151713-1391,M2,1237.1,Tablon Etrusca Long Mocca 30x7 Ref: 225026657,24574.76946,Position
571,567,S017300-0177,ML,2061.84,M.O. Guardaescoba Ceromica,7347.359999,Position
572,556,C-20-30-20-0930-016,,0,GUARDAESCOBA EN CERAMICA,0,Level 6
573,572,P132319-0024,UN,162.66,Binda Boquilla Color Beige X 10Kg,55831.90938,Position
574,572,P132319-0086,KG,8005.82,Pegacor Constructor Ceramico Gris Ref: 901161501,864.519913,Position
575,572,P151713-0903,M2,1601.16,Ceramica City 31x60 Blanco Ref: KC04BL222,30399.8129,Position
576,572,S017300-0177,ML,2668.61,M.O. Guardaescoba Ceromica,7347.350089,Position
577,556,C-20-30-20-0930-019,,0,POYOS DUCHAS,0,Level 6
578,577,P131511-0020,M3,16.75,Concreto 3000 Psi Grava Comun Bombeable,398887.8806,Position
579,577,P132319-0024,UN,13.14,Binda Boquilla Color Beige X 10Kg,55843.97717,Position
580,577,P132319-0086,KG,3285.78,Pegacor Constructor Ceramico Gris Ref: 901161501,864.5206313,Position
581,577,P151713-0473,UN,368.45,Wing Aluminio X 6 Mt,9361.787732,Position
582,577,P151713-0903,M2,957.02,Ceramica City 31x60 Blanco Ref: KC04BL222,30399.86706,Position
583,577,S017300-0129,ML,3190.08,M.O. Enchape Ceramico Ml,9825.919999,Position
584,577,S017300-0170,ML,1063.36,M.O. Fundida Poyo Ducha,16005.6,Position
585,577,S017316-0131,ML,2126.72,M.O. Instalacion Wing,4877.86,Position
586,556,C-20-30-20-0930-021,,0,POYOS COCINAS,0,Level 6
587,586,P131311-0007,BT,89.04,Cemento Gris X 50Kg,16307.14993,Position
588,586,P131513-0030,M3,14.41,Mortero Pisos (Mezcla Obra),104935.27,Position
589,586,P132119-0058,UN,5035.54,Ladrillo Recocido,626.1095017,Position
590,586,S017300-0170,ML,1398.76,M.O. Fundida Poyo Ducha,16005.6,Position
591,556,C-20-30-20-0930-035,,0,PISO EN CERAMICA COCINA,0,Level 6
592,591,P132319-0034,UN,58.46,Boquilla Concolor Junta Estrecha Blanco X 5Kg Ref: 903051001,3386.416866,Position
593,591,P132319-0086,KG,14614.9,Pegacor Constructor Ceramico Gris Ref: 901161501,864.5200001,Position
594,591,P151713-0896,M2,3010.67,Ceramica Avenue Blanco 31x60cm Ref: KC04BL179,32834.47346,Position
595,591,S017300-0128,M2,2922.98,M.O. Enchape Ceramico M2,14267.76,Position
596,556,C-20-30-20-0930-036,,0,PISO EN CERAMICA PUNTO FIJO,0,Level 6
597,596,P132319-0024,UN,92.58,Binda Boquilla Color Beige X 10Kg,55828.99147,Position
